Data,Previsao
2025-04-27,2424.0
2025-05-04,2424.0
2025-05-11,2424.0
2025-05-18,2424.0
2025-05-25,2424.0
2025-06-01,2424.0
2025-06-08,2424.0
2025-06-15,2424.0
