Data,Previsao
2025-04-27,891.1175075420957
2025-05-04,890.6318864677268
2025-05-11,890.1344181993903
2025-05-18,889.6331586938202
2025-05-25,889.1363839568219
2025-06-01,888.6524170834417
2025-06-08,888.1894534450017
2025-06-15,887.7553885662446
