Data,Previsao
2025-04-27,3068.8637555350833
2025-05-04,3049.4170403955595
2025-05-11,3032.406697680841
2025-05-18,3018.0807764916635
2025-05-25,3006.648181018131
2025-06-01,2998.275624246209
2025-06-08,2993.085196906989
2025-06-15,2991.1525871189024
