Data,Ridge,Lasso,SVR,Decision Tree,Gradient Boosting,Bagging,Stacking,Random Forest
2025-04-27,32692627.661371376,35812350.7180553,889.5072343673369,2424.0,3029.247701650693,3170.4901339402345,2750.8648622054216,30858.78
2025-05-04,32692611.239794187,35812337.08531947,889.5072343673369,2424.0,2868.4963823615067,3170.4901339402345,2750.8648622054216,30858.78
2025-05-11,32692595.90081998,35812325.1655877,889.5072343673369,2424.0,2868.4963823615067,3170.4901339402345,2750.8648622054216,30858.78
2025-05-18,32692581.86812553,35812315.13267653,889.5072343673369,2424.0,2868.4963823615067,3170.4901339402345,2750.8648622054216,30858.78
