Data,Previsao
2025-04-27,3320.387916198235
2025-05-04,3296.998729439889
2025-05-11,3275.1536867585287
2025-05-18,3255.1713380672013
2025-05-25,3237.3430710061566
2025-06-01,3221.928861854906
2025-06-08,3209.15348449265
2025-06-15,3199.203232688976
