Data,Previsao
2025-04-27,3029.247701650693
2025-05-04,2868.4963823615067
2025-05-11,2868.4963823615067
2025-05-18,2868.4963823615067
2025-05-25,2868.4963823615067
2025-06-01,2868.4963823615067
2025-06-08,2870.4403710142674
2025-06-15,3108.608779106277
